日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20251231,6200,インソース,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
20251231,6201,豊田自動織機,プライム（内国株式）,3700,輸送用機器,6,自動車・輸送機,2,TOPIX Large70
20251231,6203,豊和工業,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6208,石川製作所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6209,リケンＮＰＲ,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20251231,6210,ＴＯＹＯイノベックス,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6217,津田駒工業,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6218,エンシュウ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6222,島精機製作所,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20251231,6223,西部技研,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6224,ＪＲＣ,グロース（内国株式）,3600,機械,8,機械,-,-
20251231,6226,守谷輸送機工業,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6227,ＡＩメカテック,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6228,ジェイ・イー・ティ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6229,オーケーエム,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6230,ＳＡＮＥＩ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6231,木村工機,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6232,ＡＣＳＬ,グロース（内国株式）,3600,機械,8,機械,-,-
20251231,6233,ＫＬＡＳＳ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6235,オプトラン,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20251231,6237,イワキポンプ,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20251231,6238,フリュー,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20251231,6239,ナガオカ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6240,ヤマシンフィルタ,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20251231,6245,ヒラノテクシード,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6246,テクノスマート,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6247,日阪製作所,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20251231,6248,横田製作所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6249,ゲームカードホールディングス,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6250,やまびこ,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20251231,6254,野村マイクロ・サイエンス,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20251231,6255,エヌ・ピー・シー,グロース（内国株式）,3600,機械,8,機械,-,-
20251231,6257,藤商事,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6258,平田機工,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20251231,6262,ＰＥＧＡＳＵＳ,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20251231,6264,マルマエ,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20251231,6265,コンバム,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6266,タツモ,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20251231,6267,ゼネラルパッカー,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6268,ナブテスコ,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20251231,6269,三井海洋開発,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20251231,6272,レオン自動機,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20251231,6273,ＳＭＣ,プライム（内国株式）,3600,機械,8,機械,2,TOPIX Large70
20251231,6276,シリウスビジョン,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20251231,6277,ホソカワミクロン,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20251231,6278,ユニオンツール,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20251231,6279,瑞光,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20251231,6282,オイレス工業,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20251231,6284,日精エー・エス・ビー機械,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20251231,6286,靜甲,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6287,サトー,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20251231,6289,技研製作所,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20251231,6291,日本エアーテック,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20251231,6292,カワタ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6293,日精樹脂工業,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20251231,6294,オカダアイヨン,プライム（内国株式）,3600,機械,8,機械,-,-
20251231,6298,ワイエイシイホールディングス,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20251231,6301,小松製作所,プライム（内国株式）,3600,機械,8,機械,2,TOPIX Large70
20251231,6302,住友重機械工業,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20251231,6305,日立建機,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20251231,6306,日工,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20251231,6307,サンセイ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6309,巴工業,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20251231,6310,井関農機,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20251231,6312,フロイント産業,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6315,ＴＯＷＡ,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20251231,6316,丸山製作所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6317,北川鉄工所,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20251231,6322,タクミナ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6323,ローツェ,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20251231,6324,ハーモニック・ドライブ・システムズ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6325,タカキタ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6326,クボタ,プライム（内国株式）,3600,機械,8,機械,2,TOPIX Large70
20251231,6327,北川精機,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6328,荏原実業,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20251231,6330,東洋エンジニアリング,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20251231,6331,三菱化工機,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20251231,6332,月島ホールディングス,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20251231,6333,帝国電機製作所,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20251231,6334,明治機械,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6335,東京機械製作所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6336,石井表記,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6337,テセック,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6338,タカトリ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6339,新東工業,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20251231,6340,澁谷工業,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20251231,6342,太平製作所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6343,フリージア・マクロス,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6345,アイチ　コーポレーション,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20251231,6346,キクカワエンタープライズ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6347,プラコー,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6349,小森コーポレーション,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20251231,6351,鶴見製作所,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20251231,6356,日本ギア工業,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6357,三精テクノロジーズ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6358,酒井重工業,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20251231,6360,東京自働機械製作所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6361,荏原製作所,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20251231,6363,酉島製作所,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20251231,6364,ＡＩＲＭＡＮ,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20251231,6365,電業社機械製作所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6366,千代田化工建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20251231,6367,ダイキン工業,プライム（内国株式）,3600,機械,8,機械,1,TOPIX Core30
20251231,6368,オルガノ,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20251231,6369,トーヨーカネツ,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20251231,6370,栗田工業,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20251231,6371,椿本チエイン,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20251231,6376,日機装,プライム（内国株式）,3750,精密機器,9,電機・精密,6,TOPIX Small 1
20251231,6378,木村化工機,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20251231,6379,レイズネクスト,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20251231,6380,オリエンタルチエン工業,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6381,アネスト岩田,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20251231,6382,トリニティ工業,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6383,ダイフク,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20251231,6384,昭和真空,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6387,サムコ,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20251231,6390,加藤製作所,プライム（内国株式）,3600,機械,8,機械,-,-
20251231,6391,加地テック,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6392,ヤマダコーポレーション,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6393,油研工業,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6395,タダノ,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20251231,6396,宇野澤組鐵工所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6400,不二精機,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6402,兼松エンジニアリング,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6403,水道機工,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6405,鈴茂器工,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6406,フジテック,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20251231,6407,ＣＫＤ,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20251231,6408,小倉クラッチ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20251231,6412,平和,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20251231,6413,理想科学工業,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20251231,6417,ＳＡＮＫＹＯ,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20251231,6418,日本金銭機械,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20251231,6419,マースグループホールディングス,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
