,ticker,2025-03-31 00:00:00,2024-03-31 00:00:00,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2025-08-31 00:00:00,2024-08-31 00:00:00,2023-08-31 00:00:00,2022-08-31 00:00:00,2021-08-31 00:00:00
Free Cash Flow,9983,,,,,,401830000000.0,545518000000.0,366059000000.0,350415000000.0,
Repayment Of Debt,9983,,,,,,-30226000000.0,-4887000000.0,-137314000000.0,-26210000000.0,
Issuance Of Debt,9983,,,,,,566000000.0,4835000000.0,6511000000.0,14059000000.0,
Capital Expenditure,9983,,,,,,-178788000000.0,-106003000000.0,-97157000000.0,-80402000000.0,
End Cash Position,9983,,,,,,893239000000.0,1193560000000.0,903280000000.0,1358292000000.0,
Other Cash Adjustment Outside Changein Cash,9983,,,,,,,,1000000.0,,1000000.0
Beginning Cash Position,9983,,,,,,1193560000000.0,903280000000.0,1358292000000.0,1177736000000.0,
Effect Of Exchange Rate Changes,9983,,,,,,37122000000.0,-10007000000.0,20735000000.0,175015000000.0,
Changes In Cash,9983,,,,,,-337443000000.0,300287000000.0,-475748000000.0,5541000000.0,
Financing Cash Flow,9983,,,,,,-339139000000.0,-269003000000.0,-364562000000.0,-213050000000.0,
Net Other Financing Charges,9983,,,,,,62000000.0,84000000.0,411000000.0,704000000.0,
Cash Dividends Paid,9983,,,,,,-142630000000.0,-104263000000.0,-73064000000.0,-53091000000.0,
Common Stock Dividend Paid,9983,,,,,,-142630000000.0,-104263000000.0,-73064000000.0,-53091000000.0,
Net Issuance Payments Of Debt,9983,,,,,,-29660000000.0,-52000000.0,-130803000000.0,-12151000000.0,
Net Short Term Debt Issuance,9983,,,,,,340000000.0,-52000000.0,-803000000.0,-12151000000.0,
Short Term Debt Payments,9983,,,,,,-226000000.0,-4887000000.0,-7314000000.0,-26210000000.0,
Short Term Debt Issuance,9983,,,,,,566000000.0,4835000000.0,6511000000.0,14059000000.0,
Net Long Term Debt Issuance,9983,,,,,,-30000000000.0,0.0,-130000000000.0,0.0,
Long Term Debt Payments,9983,,,,,,-30000000000.0,0.0,-130000000000.0,0.0,
Investing Cash Flow,9983,,,,,,-578922000000.0,-82231000000.0,-574402000000.0,-212226000000.0,
Net Other Investing Changes,9983,,,,,,7649000000.0,365000000.0,-670000000.0,2440000000.0,
Net Investment Purchase And Sale,9983,,,,,,-394696000000.0,23407000000.0,-476575000000.0,-134264000000.0,
Sale Of Investment,9983,,,,,,1087639000000.0,864086000000.0,392544000000.0,126774000000.0,
Purchase Of Investment,9983,,,,,,-1482335000000.0,-840679000000.0,-869119000000.0,-261038000000.0,
Net Business Purchase And Sale,9983,,,,,,-13087000000.0,0.0,,0.0,-4232000000.0
Purchase Of Business,9983,,,,,,-13087000000.0,0.0,,0.0,-4232000000.0
Net Intangibles Purchase And Sale,9983,,,,,,-27329000000.0,-30260000000.0,-33542000000.0,-28335000000.0,
Purchase Of Intangibles,9983,,,,,,-27329000000.0,-30260000000.0,-33542000000.0,-28335000000.0,
Net PPE Purchase And Sale,9983,,,,,,-151459000000.0,-75743000000.0,-63615000000.0,-52067000000.0,
Purchase Of PPE,9983,,,,,,-151459000000.0,-75743000000.0,-63615000000.0,-52067000000.0,
Operating Cash Flow,9983,,,,,,580618000000.0,651521000000.0,463216000000.0,430817000000.0,
Taxes Refund Paid,9983,,,,,,-200017000000.0,-133561000000.0,-159875000000.0,-88156000000.0,
Interest Received Cfo,9983,,,,,,64625000000.0,56454000000.0,22613000000.0,8520000000.0,
Interest Paid Cfo,9983,,,,,,-12869000000.0,-11099000000.0,-9861000000.0,-7557000000.0,
Change In Working Capital,9983,,,,,,-40724000000.0,37030000000.0,28118000000.0,44397000000.0,
Change In Other Current Liabilities,9983,,,,,,3852000000.0,31520000000.0,-3700000000.0,-9531000000.0,
Change In Other Current Assets,9983,,,,,,-2479000000.0,-876000000.0,8354000000.0,-7125000000.0,
Change In Payable,9983,,,,,,476000000.0,47320000000.0,-15909000000.0,114600000000.0,
Change In Inventory,9983,,,,,,-29855000000.0,-23540000000.0,46908000000.0,-50896000000.0,
Change In Receivables,9983,,,,,,-12718000000.0,-17394000000.0,-7535000000.0,-2651000000.0,
Other Non Cash Items,9983,,,,,,-63874000000.0,-56551000000.0,-20922000000.0,-29146000000.0,
Depreciation And Amortization,9983,,,,,,216492000000.0,204388000000.0,186872000000.0,180275000000.0,
Depreciation,9983,,,,,,216492000000.0,204388000000.0,186872000000.0,180275000000.0,
Net Foreign Currency Exchange Gain Loss,9983,,,,,,-33826000000.0,-621000000.0,-25385000000.0,-114324000000.0,
Gain Loss On Sale Of PPE,9983,,,,,,1342000000.0,1397000000.0,917000000.0,1136000000.0,
Net Income From Continuing Operations,9983,,,,,,650574000000.0,557201000000.0,437918000000.0,413584000000.0,
Free Cash Flow,9989,6898000000.0,2963000000.0,11267000000.0,11893000000.0,,,,,,
Repurchase Of Capital Stock,9989,0.0,0.0,0.0,0.0,,,,,,
Repayment Of Debt,9989,-2333000000.0,0.0,-7191000000.0,0.0,,,,,,
Issuance Of Debt,9989,40000000000.0,0.0,,,,,,,,
Issuance Of Capital Stock,9989,,,0.0,0.0,0.0,,,,,
Capital Expenditure,9989,-34266000000.0,-38225000000.0,-26113000000.0,-19789000000.0,,,,,,
End Cash Position,9989,64956000000.0,69698000000.0,80872000000.0,89330000000.0,,,,,,
Other Cash Adjustment Outside Changein Cash,9989,67000000.0,1000000.0,,-1000000.0,,,,,,
Beginning Cash Position,9989,69698000000.0,80872000000.0,89330000000.0,86495000000.0,,,,,,
Changes In Cash,9989,-4809000000.0,-11175000000.0,-8458000000.0,2836000000.0,,,,,,
Financing Cash Flow,9989,-10600000000.0,22487000000.0,-17326000000.0,-8187000000.0,,,,,,
Net Other Financing Charges,9989,-1000000.0,-2000000.0,-2000000.0,,,,,,,
Cash Dividends Paid,9989,-14266000000.0,-12511000000.0,-10053000000.0,-8187000000.0,,,,,,
Net Common Stock Issuance,9989,0.0,0.0,0.0,0.0,,,,,,
Common Stock Payments,9989,0.0,0.0,0.0,0.0,,,,,,
Common Stock Issuance,9989,,,0.0,0.0,0.0,,,,,
Net Issuance Payments Of Debt,9989,3667000000.0,35000000000.0,-7271000000.0,0.0,,,,,,
Net Short Term Debt Issuance,9989,-34000000000.0,35000000000.0,-80000000.0,0.0,,,,,,
Short Term Debt Payments,9989,,,-80000000.0,0.0,,,,,,
Net Long Term Debt Issuance,9989,37667000000.0,0.0,-7191000000.0,0.0,,,,,,
Long Term Debt Payments,9989,-2333000000.0,0.0,-7191000000.0,0.0,,,,,,
Long Term Debt Issuance,9989,40000000000.0,0.0,,,,,,,,
Investing Cash Flow,9989,-35373000000.0,-74850000000.0,-28512000000.0,-20659000000.0,,,,,,
Net Other Investing Changes,9989,-321000000.0,-1043000000.0,-568000000.0,318000000.0,,,,,,
Net Investment Purchase And Sale,9989,0.0,-35377000000.0,0.0,,,,,,,
Purchase Of Investment,9989,0.0,-35377000000.0,0.0,,,,,,,
Net Business Purchase And Sale,9989,,0.0,-1004000000.0,0.0,,,,,,
Purchase Of Business,9989,,0.0,-1004000000.0,0.0,,,,,,
Net Intangibles Purchase And Sale,9989,-815000000.0,-1799000000.0,-1324000000.0,-964000000.0,,,,,,
Purchase Of Intangibles,9989,-815000000.0,-1799000000.0,-1324000000.0,-964000000.0,,,,,,
Net PPE Purchase And Sale,9989,-33451000000.0,-36426000000.0,-24789000000.0,-18825000000.0,,,,,,
Purchase Of PPE,9989,-33451000000.0,-36426000000.0,-24789000000.0,-18825000000.0,,,,,,
Operating Cash Flow,9989,41164000000.0,41188000000.0,37380000000.0,31682000000.0,,,,,,
Taxes Refund Paid,9989,-13183000000.0,-13911000000.0,-10123000000.0,-13083000000.0,,,,,,
Interest Received Cfo,9989,49000000.0,12000000.0,10000000.0,10000000.0,,,,,,
Interest Paid Cfo,9989,-163000000.0,-4000000.0,-6000000.0,0.0,,,,,,
Change In Working Capital,9989,-8926000000.0,-8937000000.0,-4803000000.0,-1266000000.0,,,,,,
Change In Other Current Liabilities,9989,,,,,124000000.0,,,,,
Change In Other Current Assets,9989,1011000000.0,957000000.0,722000000.0,4301000000.0,,,,,,
Change In Accrued Expense,9989,336000000.0,296000000.0,697000000.0,34000000.0,,,,,,
Change In Payable,9989,2862000000.0,3158000000.0,3955000000.0,72000000.0,,,,,,
Change In Prepaid Assets,9989,63000000.0,29000000.0,66000000.0,10000000.0,,,,,,
Change In Inventory,9989,-7330000000.0,-8427000000.0,-7199000000.0,-34000000.0,,,,,,
Change In Receivables,9989,-5799000000.0,-5131000000.0,-3220000000.0,-1949000000.0,,,,,,
Other Non Cash Items,9989,-569000000.0,6222000000.0,1186000000.0,738000000.0,,,,,,
Depreciation And Amortization,9989,17282000000.0,15127000000.0,12068000000.0,10209000000.0,,,,,,
Depreciation,9989,17282000000.0,15127000000.0,12068000000.0,10209000000.0,,,,,,
Gain Loss On Investment Securities,9989,572000000.0,375000000.0,335000000.0,172000000.0,,,,,,
Net Income From Continuing Operations,9989,43569000000.0,41261000000.0,37710000000.0,34675000000.0,,,,,,
